,title,content,field,date,addr,company
293,“졸업식에 부모 참석 못 해요”…화훼산업도 직격탄,▶ ‘신종 코로나 바이러스 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.doicd=19588▶ ‘신종코로나 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.doicd=19589,사회>미디어,2020-02-12,http://news.kbs.co.kr/news/view.do?ncd=4380060&ref=DA,KBS
294,"[속보] 당국 신종코로나 공식명칭, '코로나19'로 결정",최대열 기자 dychoi,국제>중남미,2020-02-12,http:www.asiae.co.kr/article/2020021211024223636,아시아경제
295,(속보) 신종 코로나 여파로 헌혈 보유분 급감...약 3일분 수준 보유해 전년(5일분) 대비 적어,(속보) 신종 코로나 여파로 헌혈 보유분 급감...약 3일분 수준 보유해 전년(5일분) 대비 적어,경제>경제일반,2020-02-12,http://www.sedaily.com/NewsView/1YYW7IUXJ4,서울경제
296,[속보] 홍남기 “신종코로나 공포 벗어나 정상적 경제활동 해야”,홍남기 “신종코로나 공포 벗어나 정상적 경제활동 해야”,경제>취업_창업,2020-02-12,http://www.sedaily.com/NewsView/1YYW6L3YCT,서울경제
297,"[속보] 코로나19 확진자 치료기관, 손실 규모 파악 중",[아시아경제 김흥순 기자]  김흥순 기자 sport,국제>국제일반,2020-02-13,http:www.asiae.co.kr/article/2020021311075821682,아시아경제
298,[스피드뉴스] 코로나19 확진자 발생으로 떠다니는 이것이 돼버린 크루즈선,코로나19 확진자 발생으로 떠다니는 이것이 돼버린 크루즈선 ㅂㅇㅈㅅ 버트너/ 이상엽[sylee24,사회>사회일반,2020-02-13,https://www.ytn.co.kr/_ln/0103_202002131024152001,YTN
299,[라이프 돋보기] 신종코로나가 바꾼 라이프…3명중 2명 모임 줄이겠다,"'코로나 19(신종코로나)'가 일상생활과 소비생활에 상당한 영향을 끼치고 있는 것으로 조사됐다... .. .. ..시장조사전문기업 엠브레인 트렌드모니터가 전국 만 19~59세 성인 남녀 2천명을 대상으로 ..'신종 코로나'와 관련한 인식 조사를 실시한 결과, 전체 응답자의 66.2%가 신종 코로나 발생 이후 저녁 술자리나 모임의 빈도가 줄어들 것 같다고..",사회>여성,2020-02-13,https://www.yeongnam.com/web/view.php?key=20200212010001936,영남일보
300,[홍석환의 3분 경영] 임원이라면,"임원의 역할과 임원제도 설계에 대한 특강을 했습니다... 코로나 걱정을 했지만, 많은 임원이 참석해 경청하네요... 임원들에게 물었습니다... 1) 임원의 정의를 어떻게 내리겠는가 2) 임원의 역할이 무엇인가 3) 엘리베이터를 CEO와 함께 타고 올라가는데, 갑자기 3년 후 김 상무 조직은 어떻게 될까 라는 질문에 어떻게 대답할 것인가 4) 임원..",사회>사회일반,2020-02-13,http://www.joongdo.co.kr/main/view.php?key=20200213010004974,중도일보
301,신종코로나 관련 현장 목소리 듣는다,[충청투데이 충청투데이],지역>충북,2020-02-13,http://www.cctoday.co.kr/news/articleView.html?idxno=2052197,충청투데이
302,[포토뉴스]썰렁,포근한 날씨와 코로나19 확산 등 온갖 악재로 화천산천어축제장을 찾는 관광객이 급감해 농특산물 판매도 어려움을 겪고 있다.  화천=장기영기자,사회>사회일반,2020-02-14,http://www.kwnews.co.kr/nView.asp?s=501&aid=220021300058,강원일보
303,[속보] 코로나19 추가 확진자 ‘0’,[사진기사],지역>지역일반,2020-02-14,http://www.sedaily.com/NewsView/1YYX45NJHC,서울경제
304,코로나에도 ‘북적’,이 기사는 삭제된 기사입니다.,지역>지역일반,2020-02-14,http://www.munhwa.com/news/view.html?no=2020021401033103000001,문화일보
305,[속보] 홍남기 “코로나19 실물경제 영향…성장률 조정 단계는 아냐”,김준엽 기자 snoopy,사회>사회일반,2020-02-14,http://news.kmib.co.kr/article/view.asp?arcid=0014239590&code=61141111&cp=kd,국민일보
306,“아이들 떠날라…” 감염병 장기화 공포에 떠는 학습지 업계,가정방문 줄고 원격학습 대체 .. .. .. ..신종 코로나바이러스 감염증(COVID-19)이 확산하면서 학습지를 주로 다루는 사설 교육업계에서는 ..‘학생 탈락(이탈)’에 대한 우려가 커지고 있다... 이들 업계에서는 어린이·청소년들이 중간에 학습을 그만두는 것을 ..‘탈락’이라고 일컫는다. .. .. .. ..14일 관련 업계는 신종 코로나 사태가 ..,사회>사회일반,2020-02-14,http://www.munhwa.com/news/view.html?no=2020021401073027107001,문화일보
307,코로나에도 ‘북적’,이 기사는 삭제된 기사입니다.,지역>지역일반,2020-02-14,http://www.munhwa.com/news/view.html?no=2020021401033103000001,문화일보
308,[속보] 홍남기 “코로나19 실물경제 영향…성장률 조정 단계는 아냐”,김준엽 기자 snoopy,사회>사회일반,2020-02-14,http://news.kmib.co.kr/article/view.asp?arcid=0014239590&code=61141111&cp=kd,국민일보
309,[영상] ‘코로나19’ 정례 브리핑 “추가 확진자 없어…28명 유지”,▶ ‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.do?icd=19589,사회>미디어,2020-02-15,http://news.kbs.co.kr/news/view.do?ncd=4382264&ref=DA,KBS
310,[속보] 코로나19 확진자 1명 추가…국내 29번째 환자,최대열 기자 dychoi,사회>사회일반,2020-02-16,http:www.asiae.co.kr/article/2020021610005817103,아시아경제
311,감염병 사태로 대기업 절반 채용계획 변경...취업시장 '꽁꽁',[앵커] ..코로나19 사태 여파로 가뜩이나 꽁꽁 얼어붙은 취업시장에 또 한 번 한파가 몰아닥치고 있습니다. .. ..절반 가까운 대기업이 올 상반기로 예정된 채용 계획을 늦추거나 아예 취소하는 방안을 검토하면서 취준생들의 시름이 깊어지고 있습니다. .. ..김태민 기자의 보도입니다. .. ..[기자] ..수많은 인파가 인·적성 시험을 마치고 학교에서 ..,경제>취업_창업,2020-02-16,https://www.ytn.co.kr/_ln/0102_202002160428116590,YTN
312,[속보] 당국 해외여행 없어도 의사소견따라 코로나19 진단검사,최대열 기자 dychoi,국제>중남미,2020-02-16,http:www.asiae.co.kr/article/2020021617353334330,아시아경제
313,"[속보] 文대통령 코로나19, 메르스보다 더 큰 체감","文대통령 코로나19, 메르스보다 더 큰 체감 김봉철 기자 nicebong",정치>청와대,2020-02-17,http://www.ajunews.com/view/20200217140708840,아주경제
314,재난 강국 日의 굴욕…도쿄올림픽은 어쩌나,▶ ‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.do?icd=19589,사회>미디어,2020-02-17,http://news.kbs.co.kr/news/view.do?ncd=4382823&ref=DA,KBS
315,[속보]中 전역 코로나19 사망자 105명·확진자 2048명,[아시아경제 나주석 기자]  나주석 기자 gonggam,국제>국제일반,2020-02-17,http:www.asiae.co.kr/article/2020021709514275631,아시아경제
316,"[속보]文대통령 코로나19 경제적 피해, 메르스보다 더 커…비상·엄중한 상황",자세한 내용 이어집니다.  손선희 기자 sheeson,정치>청와대,2020-02-17,http:www.asiae.co.kr/article/2020021714053764825,아시아경제
317,"[속보] 文대통령 코로나19 대응, 범부처적 협업 빛났다","文대통령 코로나19 대응, 범부처적 협업 빛났다 김봉철 기자 nicebong",정치>청와대,2020-02-17,http://www.ajunews.com/view/20200217140639838,아주경제
318,재난 강국 日의 굴욕…도쿄올림픽은 어쩌나,▶ ‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.do?icd=19589,사회>미디어,2020-02-17,http://news.kbs.co.kr/news/view.do?ncd=4383019&ref=DA,KBS
319,"[속보] 당국 코로나19, 29번환자 접촉자 114명",최대열 기자 dychoi,국제>중남미,2020-02-17,http:www.asiae.co.kr/article/2020021714044157923,아시아경제
320,크루즈선 감염자 폭증…日 대응 왜 이러나?,▶ ‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.do?icd=19589,사회>미디어,2020-02-18,http://news.kbs.co.kr/news/view.do?ncd=4383831&ref=DA,KBS
321,[정보광장] ‘코로나19’ 격리·입원자 생활비 신청 시작?,코로나 19 확산을 막기 위해 입원 또는 격리됐던 사람들에 대한 지원이 어제부터 시작됐습니다.▶ ..‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588▶ ..‘코로나19 팩트체크’ 제대로 알아야 이긴다 바로가기http://news.kbs.co.kr/issue/IssueView.do?i..,사회>미디어,2020-02-18,http://news.kbs.co.kr/news/view.do?ncd=4383579&ref=DA,KBS
322,"[코로나19] 30번째 확진자 발생, 국내·세계 확진자 현황 [아주경제 차트라이더]",『오른쪽 화살표(>)를 눌러 카드를 넘겨주세요』 2020년 2월 17일 오전 9시 기준 국내 코로나19 확진자가 30명이 되었습니다. 현재 21명이 격리 중이고 9명이 격리 해제된 상태입니다.  2월 17일 기준 국내·세계 코로나19 현황을 그래픽 뉴스로 준비했습니다.     김한상 기자 rang64,경제>경제일반,2020-02-18,http://www.ajunews.com/view/20200217175454250,아주경제
323,출장ㆍ회식ㆍ행사 ‘올스톱’… 신종 코로나가 바꾼 직장 풍경,"신종 코로나바이러스 감염증(코로나19) 여파로 많은 기업들이 국내외 출장을 취소하고 사내 회의도 자제하고 있는 것으로 나타났다... .. ..18일 아르바이트 애플리케이션 알바콜이 이달 10일부터 11일까지 직장인 661명을 설문한 결과에 따르면 신종 코로나 확산에 따라 근무방식이 조금이라도 변경됐느냐는 질문에 ..‘그렇다’는 답이 39.1%, ..‘아..",경제>경제일반,2020-02-18,,한국일보
324,이스타항공 임원 급여 30% 반납·근무시간 단축,"코로나19 확산 등으로 항공업계의 경영이 악화하는 가운데 이스타항공도 위기 극복을 위한 대책을 발표했습니다. .. ..이스타항공은 다음 달부터 4개월 동안 상무보 이상의 임원은 임금 30%를, 임원을 제외한 본부장 직책자는 직책 수당을 자진 반납하기로 했습니다. .. ..또, 운항·객실 승무원을 제외한 모든 직원을 상대로 근무일과 근무시간 단축 신청을 ..",경제>경제일반,2020-02-19,https://www.ytn.co.kr/_ln/0102_202002191042065104,YTN
325,[속보] 당국 코로나19 지역유행 따라 집단행사 관련조치 강화 검토,최대열 기자 dychoi,국제>국제일반,2020-02-19,http:www.asiae.co.kr/article/2020021914333530326,아시아경제
326,"이스타항공, 위기상황에 임원 급여 30% 반납?단축근무 시행",이스타항공이 코로나19 사태로 인한 위기 해결을 위해 자국책을 내놨다... 6월까지 임원이 급여 30%를 반납하고 직원은 단축근무에 들어간다. .. ..19일 이스타항공에 따르면 운항객실 승무원을 제외한 모든 임직원을 상대로 경영 위기 극복 제도가 시행된다. .. ..상무보 이상 임원은 임금 30%를 반납한다... 임원이 아닌 본부장 직책자는 직책 수..,경제>경제일반,2020-02-19,http://www.etnews.com/20200219000080,전자신문
327,‘코로나19’ 5명 추가 확진…국내 확진자 총 51명,‘코로나19’ 5명 추가 확진…국내 확진자 총 51명,사회>사회일반,2020-02-19,http://news.kbs.co.kr/news/view.do?ncd=4384729&ref=DA,KBS
328,"[속보] 당국 코로나19 31번환자, 교회 4차례 방문…추가증상자 있다",최대열 기자 dychoi,국제>국제일반,2020-02-19,http:www.asiae.co.kr/article/2020021914154900568,아시아경제
329,[경인포토]분주한 코로나19 선별진료소,[사진기사],지역>지역일반,2020-02-19,http://www.kyeongin.com/main/view.php?key=20200219010005032,경인일보
330,[속보] 19일 기준 코로나 확진 46명...1030명 검사 진행중,[속보] 19일 기준 코로나 확진 46명...1030명 검사 진행중,사회>사회일반,2020-02-19,https://news.joins.com/article/olink/23304595,중앙일보
331,"‘마트냐, 전통시장이냐’",어렸을 적 허구한 날이면 엄마에게 전통시장에 가자고 졸랐던 기억이 있다... 전통시장에는 각종 튀김과 ..‘겉바속촉(겉은 바삭하고 속은 촉촉한)’ 핫도그를 구입할 수 있기 때문이다... 그 맛은 입과 눈으로 두 번 곱씹었다... 20년이라는 세월이 지난 필자는 아직도 옛 추억을 쫓아 시장에 가곤 한다... 하지만 시장을 찾을때마다 예년과 달리 손님이 현..,경제>유통,2020-02-19,http://www.kjdaily.com/news_view.php?n=500985&tmp=20200219&s=11,광주매일신문
332,[코로나19] '1182억원' 기부 앞장선 억만장자와 스타들 [아주경제 카드뉴스],『오른쪽 화살표(>)를 눌러 카드를 넘겨주세요』  코로나19 기세가 꺾이지 않는 가운데 확산을 막기 위한 세계 각지 억만장자들과 유명인들의 기부 행렬이 이어지고 있습니다.     김한상 기자 rang64,국제>국제일반,2020-02-19,http://www.ajunews.com/view/20200218171405300,아주경제
333,"[속보] 당국 코로나19 31번환자, 진단거부 처벌대상 아니라고 판단",최대열 기자 dychoi,국제>국제일반,2020-02-19,http:www.asiae.co.kr/article/2020021914284796562,아시아경제
334,"[속보] 당국 코로나19 31번환자, 접촉자 166명",최대열 기자 dychoi,국제>중남미,2020-02-19,http:www.asiae.co.kr/article/2020021914070217328,아시아경제
335,[우한 코로나 확진자 현황] 2020년 2월 19일자,[사진기사],지역>지역일반,2020-02-20,https://news.chosun.com/site/data/html_dir/2020/02/20/2020022000201.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보
336,"[속보] 당국 코로나19 40번환자, 이마트성수점 등 방문..접촉 8명",최대열 기자 dychoi,국제>국제일반,2020-02-20,http:www.asiae.co.kr/article/2020022014071927536,아시아경제
337,"[속보] 당국 코로나19, 4명은 산소치료 중",최대열 기자 dychoi,국제>중남미,2020-02-20,http:www.asiae.co.kr/article/2020022014121260208,아시아경제
338,"코로나, 3개월 지속때 中기업 3곳중 1곳 유동성위기",[머니투데이 베이징(중국)=김명룡 특파원] ..[대외경제무역대학 761개 기업대상 설문조사 결과] .. .. 코로나19(신종 코로나바이스)가 3개월 이내에 효과적으로 억제되지 않을 경우 30.8%에 달하는 기업이 유동성 위기를 겪을 것이란 조사결과가 나왔다. .. ..19일 대외경제무역대학 국제경영대학원이 761개 기업대상으로 설문조사한 결과 따르면 현..,경제>유통,2020-02-20,http://news.moneytoday.co.kr/view/mtview.php?no=2020021914572072029&type=2,머니투데이
339,여행업계 ‘비상 경영’…주 3일 근무 등 도입,코로나19 사태로 큰 타격을 받고 있는 여행업계가 비상 경영에 돌입했습니다. .. .. 국내 해외여행객 유치 1위 업체인 하나투어는 다음 달부터 두달 동안 전 직원을 대상으로 주 3일 근무제를 실시하기로 했습니다. .. .. 업계 2위 모두투어는 전 임직원을 대상으로 다음 달부터 최대 2개월간 유급 휴직을 시행하기로 했습니다. .. .. 업계 3위 노랑..,경제>경제일반,2020-02-20,http://news.kbs.co.kr/news/view.do?ncd=4385574&ref=DA,KBS
340,"[속보] 당국 코로나19 16번환자 접촉자 450명, 20일 격리해제",최대열 기자 dychoi,국제>중남미,2020-02-20,http:www.asiae.co.kr/article/2020022014051812274,아시아경제
341,놀란 눈 하리수 마스크 안하는 사람 너무 많아,[머니투데이 임지우 인턴기자] ../사진=하리수 인스타그램가수 하리수가 마스크 착용의 중요성을 강조했다... .. .. ..20일 밤 하리수는 자신의 인스타그램에 마스크를 착용한 셀카를 올렸다. .. ..이와 함께 ..전국에 코로나 확진자가 늘어나고 첫사망자까지 나온 안타가운 상황에 마스크도 안하고 다니는 사람들이 너무 많다고 비판했다. .. ..이..,문화>방송_연예,2020-02-21,http://news.moneytoday.co.kr/view/mtview.php?no=2020022110522042820&type=2,머니투데이
342,코로나19 확산에 택배사 이어 쿠팡도 '비대면 배송',신종 코로나바이러스 감염증(코로나19) 확산 속 쿠팡이 모든 주문에 대해 ..‘언택트(untact·비대면) 배송'을 실시하기로 결정했다... .. .. .. ..쿠팡은 오는 22일부터 배송 서비스 방식을 고객을 만나 물건을 전하는 대신 문 앞에 두거나 택배함에 맡기는 언택트 배송으로 전환한다고 21일 밝혔다... .. .. .. ..쿠팡 관계자는 ....,경제>금융_재테크,2020-02-21,https://www.hankyung.com/life/article/202002215199g,한국경제
343,[특징주] 코로나19 확산 속 이마트·롯데쇼핑 신저가,"유통업종 대표 기업 이마트(139480)·롯데쇼핑(023530)이 21일 오전 나란히 52주 신저가를 기록했다... .. .. .. ..이날 오전 이마트는 10만 3,000원, 롯데쇼핑은 10만 5,500원으로 각각 신저가를 기록했다... .. .. .. ..증권업계에서는 코로나 바이러스 감염증(코로나19) 확산에 따라 대형마트·백화점 등 오프라인 유통..",경제>유통,2020-02-21,http://www.sedaily.com/NewsView/1YZ0BW3SE1,서울경제
344,[우한 코로나 확진자 현황] 2020년 2월 20일자,[사진기사],지역>지역일반,2020-02-21,https://news.chosun.com/site/data/html_dir/2020/02/21/2020022100324.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보
345,코로나 사태에 이마트·롯데쇼핑 52주 신저가 기록,"코로나19 여파로 이마트(139480)와 롯데쇼핑(023530)이 21일 오전 나란히 52주 신저가를 기록했다... .. .. .. ..이날 오전 10시 51분 이마트와 롯데쇼핑은 각각 전날과 같은 10만4500원, 10만7000원을 기록했다... 장 중 이마트와 롯데쇼핑은 각각 10만3000원, 10만5500원으로 신저가를 기록했다... .. .. ..",경제>유통,2020-02-21,https://biz.chosun.com/site/data/html_dir/2020/02/21/2020022101554.html?utm_source=bigkinds&utm_medium=original&utm_campaign=biz,조선일보
346,"장성규X김민아 `워크맨`, 코로나19 여파로 결방 한 주 쉬어간다(공식입장)",[매일경제 스타투데이 김소연 기자] ..인기 웹예능 ..'워크맨'이 코로나19 여파로 한주 쉬어간다. ..'워크맨' 측은 지난 20일 유튜브 커뮤니티를 통해 ..내일만 손꼽아 기다린 잡것들('워크맨' 팬클럽)에게 정말로 미안하지만 결방하게됐다고 밝혔다... 이어 ..코로나19 여파로 녹화를 못해서 한 주 쉬어가는 것으로 결정했다... 아쉽지만 ..,문화>방송_연예,2020-02-21,http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=180923,매일경제
347,[속보] 코로나19 환자 추가 142명…총 346명,최대열 기자 dychoi,사회>사회일반,2020-02-22,http:www.asiae.co.kr/article/2020022210012425934,아시아경제
348,[우한 코로나 확진자 현황] 2020년 2월 21일자,[사진기사],지역>지역일반,2020-02-22,https://news.chosun.com/site/data/html_dir/2020/02/22/2020022200311.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보
349,[속보] 확진자 87명 추가…국내 총 433명·격리해제 18명,[속보] 코로나19 확진자 87명 추가…국내 총 433명·격리해제 18명 [디지털뉴스국 이상규 기자],사회>사회일반,2020-02-22,http://news.mk.co.kr/newsRead.php?no=184286&year=2020,매일경제
350,[속보] 코로나19 추가 환자 87명…총 433명,최대열 기자 dychoi,사회>사회일반,2020-02-22,http:www.asiae.co.kr/article/2020022217015806046,아시아경제
351,[속보] 세종서도 첫 코로나19 확진자 발생,[속보] 세종서도 첫 코로나19 확진자 발생 [디지털뉴스국 이상규 기자],사회>사회일반,2020-02-22,http://news.mk.co.kr/newsRead.php?no=183449&year=2020,매일경제
352,[스마트 리빙] 마스크 함부로 버리지 마세요,착용한 마스크는 일반쓰레기로 분류돼 종량제 봉투에 담아 배출해야 하는데요... .. .. ..다른 사람의 손이 닿지 않게 잘 버리는 것도 중요하다고 합니다... .. .. ..감염병 전문가들은 마스크가 병원균에 오염됐을 수 있기 때문에 버릴 때도 주의해야 한다고 말하는데요... .. .. ..귀에 거는 끈만 잡고 겉면에 손이 닿지 않도록 조심스럽게 벗어..,사회>환경,2020-02-22,https://imnews.imbc.com/replay/2020/nwtoday/article/5663950_32531.html,MBC
353,"IBK기업은행, 소유 부동산 임대료 30% 인하…소상공인?中企 지원",IBK기업은행(행장 윤종원)은 코로나19로 어려움을 겪는 소상공인과 중소기업을 지원하기 위해 오는 3월부터 3개월 동안 기업은행이 보유한 건물 임대료를 30% 인하(월 100만원 한도)한다. .. ..혜택을 받는 소상공인과 중소기업은 모두 55개사다... 임대료 인하를 통해 3개월간 약 5000만원 임대료 부담을 덜게 됐다. .. ..이영호기자 youn..,경제>금융_재테크,2020-02-23,http://www.etnews.com/20200223000007,전자신문
354,[속보] 전국 초·중·고교 개학 3월9일로 연기 … 코로나19 확산시 추가 조치도,[아시아경제 조인경 기자]  조인경 기자 ikjo,지역>대구,2020-02-23,http:www.asiae.co.kr/article/2020022318020634049,아시아경제
355,"‘코로나19’ 자가격리대상자, 생활수칙은?",[앵커] .. .. 코로나19 환자가 증가하면서 접촉한 사람도 급증하고 있습니다. .. .. 코로나19의 확산세를 막으려면 시민 협조가 필수적인데요. .. .. 코로나19 관련해 자가격리대상자가 될 경우 본인과 가족들이 지켜야 할 수칙에 대해 임승창 기자가 보도합니다. .. .. ..[리포트] .. .. 코로나19 확진자와 접촉한 사람은 감염 여부를 모..,사회>사회일반,2020-02-23,http://news.kbs.co.kr/news/view.do?ncd=4387087&ref=DA,KBS
356,[사진]도깨비 마스크 쓴 수문장 코로나 비켜,[사진기사],지역>지역일반,2020-02-23,http://www.sedaily.com/NewsView/1YZ1AQQTLR,서울경제
357,"[속보] 질본 조기 코로나 감염자, 상태 양호…음성 안 나와 퇴원 미뤄져","조기 코로나 감염자, 상태 양호…음성 안 나와 퇴원 미뤄져   지역사회 감염 막는 데 완화정책 필요   하루 검사 가능 수준 7천500건   에크모, 호흡기 사용자 3명",사회>미디어,2020-02-23,https://news.imaeil.com/Society/2020022314003370443,매일신문
358,[속보] 국내 코로나19 4번째 사망자 발생,이승진 기자 promotion2,국제>국제일반,2020-02-23,http:www.asiae.co.kr/article/2020022310175715676,아시아경제
359,[속보] 코로나19 중증환자 에크모 등 기계호흡 3명·산소마스크 4명,[디지털뉴스국 전종헌 기자],문화>방송_연예,2020-02-23,http://news.mk.co.kr/newsRead.php?no=185844&year=2020,매일경제
360,[속보] 코로나19 현재 2명 위중…14명 산소호흡기 치료,[속보] 코로나19 현재 2명 위중…14명 산소호흡기 치료  박민지 기자 pmj,사회>사회일반,2020-02-24,http://news.kmib.co.kr/article/view.asp?arcid=0014275211&code=61121911&cp=kd,국민일보
361,"노홍철, 코로나19 '심각' 격상에 빵집 영업중단 모두의 건강 위해",방송인 노홍철의 빵집 ..'홍철책빵'이 잠시 문을 닫는다. .. ..24일 노홍철은 자신의 인스타그램에 ..코로나 19 대응 최고수준 ..'심각' 격상에 따른 긴급 공지라는 제목의 글을 게재했다. .. ..노홍철은 글을 통해 ..조심스럽지만 모두의 건강을 위해 오늘부터 무기한 문을 닫는다... 조금은 안전하다 싶을 때 다시 문을 열겠다고 밝혔다...,문화>방송_연예,2020-02-24,https://www.ytn.co.kr/_sn/0117_202002241409280585,YTN
362,"JTBC 측 김민아 캐스터, 발열증세로 코로나19 검사...제작팀 자가격리","JTBC 아침 뉴스 프로그램 ..'아침&'이 24일 결방했다... .. .. ..JTBC 관계자는 이날 YTN Star에 ..'아침&'에 출연 중인 김민아 기상캐스터가 발열 증세로 코로나19 검사를 받고 자가격리 중이다... 이에 ..'아침&' 관계자 전원을 대상으로 자가격리 조치하고, 뉴스를 결방하게 됐다고 밝혔다. .. ..이어 ..김민아 캐스..",사회>미디어,2020-02-24,https://www.ytn.co.kr/_sn/0117_202002241023167958,YTN
363,"코로나 확산에 코스피 장중 2,100선 무너져","코로나바이러스감염증 확산 우려가 높아지고 있는 가운데 코스피가 24일 오전 한 때 2,100 아래로 내려갔다.  이날 오전 10시 26분 코스피는 2.94% 하락한 2,099.30을 기록했다.  코스피가 장 중 2,100 아래로 하락한 것은 지난 2월 3일(2,082.74) 이후 15 거래일 만이다.",경제>증권_증시,2020-02-24,http://www.sedaily.com/NewsView/1YZ1OTJSJL,서울경제
364,[속보]文대통령 국가 역량 총동원…코로나19 확산 반드시 막아야,자세한 내용 이어집니다.  손선희 기자 sheeson,정치>청와대,2020-02-24,http:www.asiae.co.kr/article/2020022414531612157,아시아경제
365,[속보] 文대통령 국가 역량 총동원해 코로나19 확산 막아야,文대통령 국가 역량 총동원해 코로나19 확산 막아야 김봉철 기자 nicebong,정치>청와대,2020-02-24,http://www.ajunews.com/view/20200224152059934,아주경제
366,"[단독] SKT, 코로나19 여파에 이번주 재택근무 결정",SK텔레콤이 신종코로나바이러스 감염증(코로나19) 여파로 자사 임직원들을 재택근무하기로 조치했다... .. ..24일 업계에 따르면 SK텔레콤은 이날 사내공지를 통해 내일인 25일부터 3월 1일까지 임직원들에게 필수 인력을 제외하고 재택근무할 것을 권장했다... 명확한 구성원이나 대상은 미확정이다. ..공지에서 SK텔레콤은 ..코로나19 상황이 심각 ..,IT_과학>콘텐츠,2020-02-24,http://news.mk.co.kr/newsRead.php?no=191427&year=2020,매일경제
367,`밥정` 측 코로나19 확산 방지…개봉일 연기·행사 취소(공식),[매일경제 스타투데이 한현정 기자] ..웰메이드 다큐 영화 ..'밥정'(감독 박혜령)이 코로나19 위기 경보 단계가 ..'심각'으로 격상됨에 따라 개봉일을 연기한다. ..'밥정' 배급사 측은 24일 ..'밥정'이 코로나19로 인한 추가적인 피해를 최대한 방지하기 위해 개봉일을 연기하고 예정되어 있던 행사들을 취소하게 되었음을 알려드린다고 밝혔다. ..,문화>방송_연예,2020-02-24,http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=189327,매일경제
368,[속보] 코로나19 국내 7번째 사망자 발생,[아시아경제 조현의 기자]  조현의 기자 honey,국제>국제일반,2020-02-24,http:www.asiae.co.kr/article/2020022410211842399,아시아경제
369,"티몬, 26~28일 전 직원 재택근무",[아시아경제 김민영 기자] 신종 코로나바이러스 감염증(코로나19) 확산에 따라 티몬이 전 직원 재택근무를 결정했다... .. .. .. ..티몬은 코로나19로 인한 상황이 심각 단계로 격상되고 대중적 우려가 커짐에 따라 직원들의 건강관리와 지역사회 전파 방지 차원에서 오는 26일부터 28일까지 3일 간 전 직원 재택근무를 실시한다고 24일 밝혔다... ..,IT_과학>콘텐츠,2020-02-24,http:www.asiae.co.kr/article/2020022419483911484,아시아경제
370,[속보] 코로나19 전국 확산 매우 우려되는 전 단계,[아시아경제 조현의 기자]  조현의 기자 honey,지역>지역일반,2020-02-24,http:www.asiae.co.kr/article/2020022411165715108,아시아경제
371,[스피드뉴스] 코로나19에 대응하기 위해 만들어진다,코로나19에 대응하기 위해 만들어진다 ㅋㄹㄴ ㅅㅂ 버트너/ 윤용준[yoonyj,사회>사회일반,2020-02-24,https://www.ytn.co.kr/_ln/0103_202002240531032169,YTN
372,[우한 코로나 확진자 현황] 2020년 2월 23일자,[사진기사],지역>지역일반,2020-02-24,https://news.chosun.com/site/data/html_dir/2020/02/24/2020022400195.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보
373,"[속보]코로나19 확진 161명 추가, 총 763명…사망자도 추가, 총 7명",[아시아경제 조현의 기자]  조현의 기자 honey,국제>국제일반,2020-02-24,http:www.asiae.co.kr/article/2020022410203332897,아시아경제
374,코로나19 여파에 24일 코스피 2% 이상 하락 출발,"신종 코로나바이러스 감염증(코로나19)의 확산에 따른 우려가 커지면서 코스피가 24일 2% 넘게 떨어지는 급락세로 출발했다... .. .. .. ..이날 오전 9시 2분 기준 코스피는 전 거래일보다 49.04포인트(2.27%) 내린 2,113.80을 가리켰다... 지수는 전장보다 48.80포인트(2.26%) 내린 2,114.04로 출발해 하락하고 있다...",경제>증권_증시,2020-02-24,http://www.sedaily.com/NewsView/1YZ1P59DVF,서울경제
