No,store,address,phone,address2,경도,위도,상태
155,인천공항탑승동105gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68  ,032-743-7223,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,126.449105797309,37.4575365974582,정좌표
156,용산아이파크몰점,서울시 용산구 한강대로23길55 현대아이파크몰용산 서관6층  ,02-2012-0631,서울특별시 용산구 한강대로23길55 현대아이파크몰용산 서관6층,126.96474137477,37.529771938775,정좌표
157,경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층  ,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,129.289869035441,35.8345572839791,인근좌표
158,석촌호수점,서울시 송파구 석촌호수로 222 제이타워 1층  ,02-415-1235,서울특별시 송파구 석촌호수로 222 제이타워 1층,127.101553154162,37.5070689087952,정좌표
159,오목교역사거리점,"서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층  ",02-2653-8577 ,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",126.876266495611,37.5241481901798,정좌표
160,을지로입구역점,"서울시 중구 남대문로10길 6 1,2층   ",02-752-3348,"서울특별시 중구 남대문로10길 6 1,2층",126.983250257788,37.5668818249642,정좌표
161,명동M플라자점,서울시 중구 명동8길 27(명동2가)  ,02-752-0888,서울특별시 중구 명동8길 27(명동2가),126.985293217863,37.5640371545728,인근좌표
162,송도홈플러스점,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층  ,032-822-5905,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,126.656372012297,37.3802260428978,정좌표
163,올림픽공원북2문앞점,서울시 강동구 강동대로193 1층  ,02-471-2372,서울특별시 강동구 강동대로193 1층,127.128015068867,37.5245638777194,정좌표
165,예술의전당앞점,"서울특별시 서초구 반포대로4(서초동) 2층, 3층  ",02-583-8856,"서울특별시 서초구 반포대로4(서초동) 2층, 3층",127.01318453026,37.4812259760903,정좌표
166,삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층  ,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,127.062897125681,37.5070899288338,정좌표
167,범계역로데오점,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층  ,031-476-9082,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,126.953511465881,37.3904892823284,정좌표
168,포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층  ,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,127.05829351691,37.5058954491625,정좌표
169,상암한국지역정보개발원점,서울시 마포구 성암로301 KLID한국지역정보개발원 1층  ,02-376-9162,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,126.887937754188,37.5824688690891,정좌표
170,판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층  ,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,127.10887171499,37.3939795276537,정좌표
171,대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),127.067631441999,37.4992576835937,정좌표
172,분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,127.10560367085,37.3707085878708,정좌표
173,신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층  ,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,127.025592535635,37.5045348638019,정좌표
175,상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층  ,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,126.892887984753,37.5784425695549,정좌표
176,연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)  ",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)",126.943223869669,37.5630824725288,정좌표
177,평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층  ",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",126.966964076463,37.3966496454668,정좌표
178,마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층  ,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,126.776627382486,37.6530938686696,정좌표
179,수원역점,"경기도 수원시 팔달구 매산로 11,  2층  ",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층",127.002725278192,37.2674456825952,정좌표
180,부천역점,경기도 부천시 부천로4 2층  ,032-668-7890,경기도 부천시 부천로4 2층,126.783490519661,37.4844672265398,정좌표
181,장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체  ",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",127.07047550954,37.5709384051131,정좌표
182,서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호  ,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,127.009173191691,37.4919738725936,정좌표
183,수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층  ,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,127.057576165155,37.2462315851233,정좌표
184,대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,127.059072584606,37.5030444768878,정좌표
185,매헌역점,서울시 서초구 동산로 1  1층  ,02-2058-0921,서울특별시 서초구 동산로 1 1층,127.040136141619,37.46900213513,정좌표
186,문래동점,서울시 영등포구 문래동6가 5번지 1층  ,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,126.889018238124,37.5196355214307,정좌표
187,해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,129.161555483453,35.159884080516,정좌표
188,역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층  ,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,127.039860381248,37.5010114706509,정좌표
189,수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,127.091808490387,37.3359641247666,정좌표
190,파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층  ,031-949-1408,경기도 파주시 청암로 17번길 17 1층,126.736760178062,37.7295684360737,정좌표
191,잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층  ,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,127.019444656562,37.5109480470485,정좌표
192,천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,127.123564721899,37.5403044094731,정좌표
193,강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,127.126133171929,37.2710511837533,정좌표
194,홍대역8번출구점,서울시 마포구 양화로18안길 7 2층  ,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,126.925092333671,37.556834418368,정좌표
195,산본역점,경기도 군포시 광정로58 1층 104호 및 2층  ,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,126.930981452688,37.3585070922656,정좌표
196,부천상동점,경기도 부천시 길주로 111 센타플라자 1층  ,032-329-9471,경기도 부천시 길주로 111 센타플라자 1층,126.754884404351,37.5063271381179,정좌표
197,안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층  ,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,126.921929611723,37.3994137484092,정좌표
198,원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층  ,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,127.927644206997,37.3456799379522,정좌표
199,송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층  ",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",127.124004886795,37.4814909041164,정좌표
200,화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호  ,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,126.832993314907,37.6317423265832,정좌표
201,강남역12번출구점,서울특별시 강남구 테헤란로 111 2층  ,02-569-5838,서울특별시 강남구 테헤란로 111 2층,127.029281773567,37.498881249763,정좌표
202,서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층  ,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,127.024516062642,37.497433509933,정좌표
203,송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113  ,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,127.124004886795,37.4814909041164,정좌표
204,문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층  ,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,127.115462655689,37.4817679189959,인근좌표
205,상봉역점,서울특별시 중랑구 망우로 291 1층  ,02-493-8902,서울특별시 중랑구 망우로 291 1층,127.084790231436,37.5964445532951,정좌표
206,강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층  ,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,127.155976579767,37.5526537835096,정좌표
207,노원역점,"서울시 노원구 노해로 490, 길빌딩 2층  ",02-952-9577,"서울특별시 노원구 노해로 490, 길빌딩 2층",127.062413341142,37.6544133885747,정좌표
208,합정역점,"서울시 마포구 독막로 13, 2층  ",02-338-9178,"서울특별시 마포구 독막로 13, 2층",126.915065069999,37.548812757592,정좌표
209,종각역점,서울시 종로구 종로 70 2층  ,02-739-6268,서울특별시 종로구 종로 70 2층,126.985172068569,37.5699153213727,정좌표
210,평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층  ",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",127.111502119513,37.000468754791,정좌표
211,몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층  ",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",127.11275694757,37.5169218823885,정좌표
212,도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층  ",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",127.041650859995,37.4922289032586,정좌표
213,강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)  ",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",127.02572501599,37.6390954281433,정좌표
214,송도트리플스트리트점," 인천 연수구 송도과학로 16번길 33-4 D동 119호,207호  ",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",126.662841764786,37.3786608403105,정좌표
215,구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층  ,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,127.094897658169,37.5398580173538,정좌표
216,여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층  ,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,126.928066753469,37.5197470807954,정좌표
217,현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층  ,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,127.124961628285,37.4776147414788,정좌표
218,합정푸르지오점,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층  ",02-338-7684,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",126.912343383537,37.5510356647323,정좌표
219,신논현역2번출구점,서울시 서초구 강남대로 475 2층  ,02-541-9650,서울특별시 서초구 강남대로 475 2층,127.023859566341,37.5047261899596,정좌표
220,위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층  ,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,127.143401813984,37.4794294960955,정좌표
221,혜화역1번출구점,서울특별시 종로구 대학로 128 2층  ,02-766-7937,서울특별시 종로구 대학로 128 2층,127.002162654007,37.582714120461,정좌표
222,한성대입구역점,서울특별시 성북구 삼선교로 12 1층  ,02-766-7951,서울특별시 성북구 삼선교로 12 1층,127.007140814724,37.5875887539324,정좌표
223,한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층  ,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,127.055232859062,37.4966214153821,정좌표
224,논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층  ",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",127.026050260566,37.5055080044189,정좌표
225,부산수영역점,부산광역시 수영구 수영로 667 1층  ,051-759-9046,부산광역시 수영구 수영로 667 1층,129.114478979833,35.1653544737349,정좌표
226,부산정관점,"부산광역시 기장군 정관로 563 1층,2층  ",051-728-7435,"부산광역시 기장군 정관로 563 1층,2층",129.175633932719,35.321914548482,정좌표
227,수원송죽DT점,경기도 수원시 장안구 경수대로 989  ,031-248-6086,경기도 수원시 장안구 경수대로 989,127.002926117306,37.3050784860347,정좌표
228,동교동삼거리점,서울특별시 마포구 양화로 196(동교동)  ,02-336-9198 ,서울특별시 마포구 양화로 196(동교동),126.926515583048,37.5583747101182,정좌표
229,성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동)  ,031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),127.140978977364,37.4434281942455,정좌표
230,응암동점 ,"서울시 은평구 은평로 121(응암동), 메디컬빌딩  ",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",126.92109424891,37.6004454592666,정좌표
231,서수원이마트점,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층  ",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",126.969824795996,37.2833916572894,정좌표
232,양천향교역점,서울특별시 강서구 강서로 457(마곡동)  ,02-3665-9506,서울특별시 강서구 강서로 457(마곡동),126.840422019243,37.5662434347036,정좌표
233,성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층  ",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",126.972373314764,37.2922141204337,정좌표
234,마곡마커스빌딩점 ,서울특별시 강서구 마곡동로 55 마커스빌딩 1층  ,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,126.833036972795,37.5600672350556,정좌표
235,방이역4번출구점,서울 송파구 방이동 206-11  ,02-420-0386,서울특별시 송파구 방이동 206-11,127.125765408297,37.5093449472768,정좌표
236,IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층)  ,02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),126.924876307992,37.5251769222148,정좌표
237,동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)  ",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",127.056333357564,37.2109788713865,정좌표
238,수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동)  ,031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),127.026480827665,37.2688726372725,정좌표
239,인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124)  ,032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),126.433630641261,37.4685893285557,정좌표
240,부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층  ",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",129.060871903997,35.157523496339,정좌표
241,분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층  ,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,127.125978718275,37.4095024976838,정좌표
242,신용산역래미안점,서울시 용산구 한강대로95  ,02-2074-1049,서울특별시 용산구 한강대로95,126.967286635521,37.5294521104102,정좌표
243,선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층  ,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,127.04891610746,37.5037767914829,정좌표
